"A1001","ADARSHA VIDYAMANDIR"
"H1258","BURDWAN VIVEKANANDA BALIKA VIDYALAYA"
"H1259","BARWA PANCHKARI VIDYAMANDIR"
"H1260","DIBAKAR HIGH SCHOOL"
"H1261","CHAKUNDI SRI R K VIDYAMANDIR"
"H1262","NURKONA HIGH SCHOOL"
"H1263","AMARPUR B A GIRLS' HIGH SCHOOL"
"H1264","JAMAR K C P HIGH SCHOOL"
"H1265","KHERUR CHHATNI K N HIGH SCHOOL"
"H1266","BONBIBITALA HIGH SCHOOL"
"H1267","UDAYPALLI SIKSHANIKETAN HIGH SCHOOL"
"H1268","ADARSHA BALIKA VIDYALAYA"
"H1269","JADABGANJ ADIBASI HIGH SCHOOL"
"H1270","MOHINI MOHAN BASU HIGH SCHOOL"
"H1271","SALOON HIGH SCHOOL"
"H1272","RAIPUR KASHIARA MAHIPAL S DEBI SMRITI BALIKA VIDYANIKETAN"
"H1273","SONARGORIA VIVEKANANDA VIDYAMANDIR"
"H1274","BHUERA CHHORA DHONKARA NAWAPARA HIGH SCHOOL"
"H1275","KULINGRAM HIGH SCHOOL"
"H1276","CHINTAHARAN MUKHERJEE SMRITI VIDYAMANDIR"
"H1277","KAIRAPUR VIDYASAGAR VIDYAPITH"
"H1278","ASHAPUR ANANDAMAYEE HIGH SCHOOL"
"H1279","JHARULIA HIGH SCHOOL"
"H1280","BHALKI PATI ASHUTOSH HIGH SCHOOL"
"H1281","KALIGRAM GIRLS' HIGH SCHOOL"
"H1282","VIDYASAGAR UCHCHA VIDYALAYA"
"H1283","PARAMANANDA MISSION HIGH SCHOOL"
"H1284","HAREKRISHNA KONAR SIKSHANIKETAN HIGH SCHOOL"
"H1285","SATGACHIA BAZAR MADHYAMIK VIDYALAYA HIGH SCHOOL"
"H1286","SAKTIGARH SAFDAR HASMI HIGH SCHOOL"
"H1287","GUSHKARA MUNICIPAL HIGH SCHOOL"
"H1288","SAHA HOSSAINPUR VIDYANIKETAN HIGH SCHOOL"
"H1289","BELAR BHURKUNDA HIGH SCHOOL"
"H1290","DIGNAGAR R C DE PUBLIC ACADEMY"
"H1291","GRAMDIHI KALIPADA PUBLIC HIGH SCHOOL"
"H1292","RASUIKHANDA M A PUBLIC INSTITUTION(HIGH)"
"H1293","GUREGHAR HIGH SCHOOL"
"H1294","EKLAVYA MODEL RESIDENTIAL SCHOOL"
"H1295","BURDWAN ADARSHA VIDYALAYA(HIGH SCHOOL)"
"H1296","KEUNTA HIGH SCHOOL"
"H1297","MOUKHIRA P K HIGH SCHOOL"
"H1298","HARGRAM UMASUNDARI PUBLIC HIGH SCHOOL"
"H1299","DAMINYA KABI KANKAN MEMORIAL HIGH SCHOOL"
"H1300","BARPUR PASONDA HIGH SCHOOL"
"H1301","BANI BIDYAPITH HIGH SCHOOL"
"H1302","AUSHARA UDGARA CHITTARANJAN KONER SIKSHANIKETAN"
"H1303","PARBATPUR GIRLS' HIGH SCHOOL"
"H1304","SUNUR HIGH SCHOOL"
"H1305","PALASHAN GIRLS' HIGH SCHOOL"
"H1306","AMRAL HIGH SCHOOL"
"H1307","BAURAH PANCHANAN HIGH SCHOOL"
"H1308","PANDIT RAGHUNATH MURMU ABASIK SCHOOL(CO ED)"
"H1309","SAGRAI SUKANTA VIDYAPITH(HIGH SCHOOL)"
"H1310","DENO SACHCHIDANANDA VIDYA BHABAN(HIGH SCHOOL)"
"H1311","KAITI MRIDUBALA BALIKA VIDYANIKETAN"
"H1312","NAROTTAMBATI HIGH SCHOOL"
"H1313","BATAGRAM M M HIGH SCHOOL"
"H1314","MOHANPUR BINODPUR HIGH SCHOOL"
"H1315","BHOLANATH VIDYAPITH(HIGH SCHOOL)"
"H1316","BARABAINAN BALIKA VIDYALAYA(HIGH SCHOOL)"
"H1317","GHUSTIA NANDANPUR HIGH SCHOOL"
"H1318","BHOTA HIGH SCHOOL"
"H1319","BARARI DIHIPALASHON SAPTAPALLI SIKSHANIKETAN(HIGH SCHOOL)"
"H1320","KUBAJPUR HIGH SCHOOL"
"H1321","BANI NIKETAN R M VIDYALAYA(HIGH SCHOOL)"
"H1322","KOTSHIMUL PALLISHREE VIDYANIKETAN(HIGH SCHOOL)"
"H1323","BALISA PANCHAPALLI HIGH MADRASSA SCHOOL"
"H1324","KHANDAGHOSH GIRLS' HIGH SCHOOL"
"H1325","ASKARAN KURKUBA BRINDABANPUR HIGH SCHOOL"
"H1326","NATUN AMIRPUR HIGH SCHOOL"
"H1327","BAIKUNTHAPUR HIGH SCHOOL"
"H1328","RAMKRISHNA VIVEKANANDA MISSION JOGENDRA CH BOSE MEMO.SCHOOL"
"H1329","SUKUR HIGH SCHOOL"
"H1330","BARDHAMAN AL-AMEEN MISSION SCHOOL(HIGH SCHOOL)"
"H2001","ACHRA JAJNESWAR INSTITUTION"
"H2002","ASANSOL AGABEG MUNICIPAL HIGH SCHOOL"
"H2003","ASANSOL ARUNODAY HIGH SCHOOL"
"H2004","ASANSOL CHELIDANGA HIGH SCHOOL"
"H2005","ASANSOL DAYANAND ANGLO-VEDIC HIGH SCHOOL"
"H2006","ASANSOL DAYANAND VIDYALAYA"
"H2007","ASANSOL DR SHYAMAPROSAD VIDYALAYA"
"H2008","ASANSOL EASTERN RLY BOYS HIGH SCHOOL"
"H2009","ASANSOL GURU NANAK MISSION HIGH SCHOOL"
"H2010","ASANSOL IDGAH HIGH SCHOOL"
"H2011","ASANSOL JOHARMULL JALAN INSTITUTION"
"H2012","ASANSOL OLD STATION HIGH SCHOOL"
"H2013","ASANSOL RAHMANIA HIGH SCHOOL"
"H2014","ASANSOL RAMKRISHNA MISSION HIGH SCHOOL"
"H2015","ASANSOL ST.JOSEPHS HIGH SCHOOL"
"H2016","BAGDIHA SIDDHAPUR VIDYAPITH"
"H2017","BAHADURPUR HIGH SCHOOL"
"H2018","BAKTARNAGAR HIGH SCHOOL"
"H2019","BAL BODHAN HIGH SCHOOL"
"H2020","BALIAPUR TARAPADA VIDYAPITH"
"H2021","BALLAVPUR RAMGOPAL SARAF VIDYAPITH"
"H2022","BARAKAR ADARSHA VIDYALAYA"
"H2023","BARAKAR SRI MARWARI VIDYALAYA"
"H2024","BARI BIDYALAYA"
"H2025","BEGUNIA HIGH SCHOOL"
"H2026","BELRUI NIKUNJAMOYEE GADADHAR INSTITUTION"
"H2027","BIDHAN SMRITI SIKSHANIKETAN"
"H2028","BIJPUR NETAJI SIKSHANIKETAN"
"H2029","BIRKULTI NRITYAGOPAL MEMORIAL HIGH SCHOOL"
"H2030","BOGRA VIVEKANANDA MISSION HIGH SCHOOL"
"H2031","BORINGDANGA HIGH SCHOOL"
"H2032","BURNPUR ADARSHA VIDYALAYA"
"H2033","BURNPUR BOYS HIGH SCHOOL"
"H2035","CHELOD HIGH SCHOOL"
"H2036","CHHOTODIGHARI VIDYAPITH"
"H2037","CHINCHURIA UPENDRANATH HIGH SCHOOL"
"H2038","CHITTARANJAN DESHBANDHU VIDYALAYA (BENG MEDIUM)"
"H2040","CHITTARANJAN HIGH SCHOOL (ENG MEDIUM)"
"H2041","CHITTARANJAN KASTURBA GANDHI VIDYALAYA"
"H2042","CHITTARANJAN X CLASS HIGH SCHOOL"
"H2043","CHURULIA NABAKRISHNA HIGH SCHOOL"
"H2044","D V C HIGH SCHOOL"
"H2045","DHADKA NARAYAN CHANDRA LAHIRI VIDYAMANDIR"
"H2046","DISERGARH AMBICA CHARAN INSTITUTION"
"H2047","DOMOHANI KELEJORA HIGH SCHOOL"
"H2048","ETHORA SRISH CHANDRA INSTITUTION"
"H2049","GOURANGDI RAMKINKAR SAIBALINI INSTITUTION"
"H2051","HAZI QADAM RASUL HIGH SCHOOL"
"H2052","HIRAPUR MANIKCHAND THAKUR INSTITUTION"
"H2053","IKRAH BASANTI BIJOY HIGH SCHOOL"
"H2054","JAMURIA HINDI HIGH SCHOOL"
"H2055","JAY KAY NAGAR HIGH SCHOOL"
"H2056","KABITIRTHA CHURULIA NAZRUL VIDYAPITH"
"H2057","KALLA HARIPADA HIGH SCHOOL"
"H2058","KALYANESWARI HIGH SCHOOL"
"H2059","KANKHAYA SRI AUROBINDO VIDYAMANDIR"
"H2060","KANYAPUR HIGH SCHOOL"
"H2061","KENDA HIGH SCHOOL"
"H2062","KENDWA HIGH SCHOOL"
"H2063","KULTI HIGH SCHOOL"
"H2064","KULTI HIGH SCHOOL (MORNING)"
"H2065","MITHANI HIGH SCHOOL"
"H2066","MOHISILA GOVT COLONY HIGH SCHOOL"
"H2067","NARAIN DANGAL RASHTRIYA VIDYALAYA"
"H2068","NARSAMUDA JANA KALYAN SAMITY HIGH SCHOOL"
"H2070","NIMSHA KHOTTADIHI ALINAGAR HIGH SCHOOL"
"H2071","PANCHAMPALLI VIDYALAYA"
"H2072","PANCHGACHIA MANOHAR BAHAL VIVEKANANDA VIDYAYATAN"
"H2073","PARASEA COLLIERY HIGH SCHOOL"
"H2074","RAHMAT NAGAR HIGH SCHOOL (URDU)"
"H2075","RAJPUR NANDI HIGH SCHOOL"
"H2076","RANIGANJ HIGH SCHOOL"
"H2077","RANIGANJ MARWARI SANATAN VIDYALAYA"
"H2078","RANIGANJ SRI DURGA VIDYALAYA"
"H2079","RANIGANJ URDU HIGH SCHOOL"
"H2081","SANCTORIA HIGH SCHOOL"
"H2082","SANTA HIGH SCHOOL"
"H2083","SANTINAGAR VIDYAMANDIR"
"H2084","SATTORE HIGH SCHOOL"
"H2085","SEARSOLE RAJ HIGH SCHOOL"
"H2086","SODEPUR COLLIERY HIGH SCHOOL"
"H2087","SODEPUR VILLAGE HIGH SCHOOL"
"H2088","SRIPUR HIGH SCHOOL"
"H2089","SRIPURHAT HIGH SCHOOL"
"H2090","SUBHASPALLI VIDYANIKETAN"
"H2091","SURYANAGAR DHAKESWARI HIGH SCHOOL"
"H2092","USHAGRAM BOYS HIGH SCHOOL"
"H2093","ACHRA ROY BALARAM GIRLS' HIGH SCHOOL"
"H2094","ANJUMAN URDU GIRLS HIGH SCHOOL"
"H2095","ASANSOL ARYA KANYA UCHCHA VIDYALAYA"
"H2097","ASANSOL MANIMALA GIRLS HIGH SCHOOL"
"H2098","ASANSOL SISHU BHARATI VIDYAMANDIR GIRLS HIGH SCHOOL"
"H2099","ASANSOL ST MARY GORETTI GIRLS HIGH SCHOOL"
"H2100","ASANSOL TULSIRANI BALIKA SIKSHASADAN"
"H2101","ASANSOL UMARANI GORAI MAHILA KALYAN GIRLS HIGH SCHOOL"
"H2102","BARAKAR SREEMATI JARAO DEVI BALIKA VIDYALAYA"
"H2103","BURNPUR GIRLS HIGH SCHOOL"
"H2104","BURNPUR SRI GURUNANAK HIGH SCHOOL FOR GIRLS"
"H2105","BURNPUR SUBHASPALLI VIDYANIKETAN GIRLS HIGH SCHOOL"
"H2106","CHITTARANGAN M S GIRLS HIGH SCHOOL"
"H2107","CHITTARANJAN DESHBANDHU VIDYALAYA FOR GIRLS"
"H2108","CHITTARANJAN HIGH SCHOOL FOR GIRLS"
"H2109","CHURULIA SAILABALA BALIKA  VIDYALAYA"
"H2110","DOMOHANI KELEJORA GIRLS HIGH SCHOOL"
"H2111","HIRAPUR MANIK CHAND THAKUR GIRLS HIGH SCHOOL"
"H2112","JALADHI KUMARI DEVI UCHCHA BALIKA VIDYALAYA"
"H2113","JAMURIA BALIKA VIDYALAYA"
"H2114","KULTI GIRLS HIGH SCHOOL"
"H2115","KULTI HINDI BALIKA VIDYALAYA"
"H2116","KULTIMILLAT URDU GIRLS HIGH SCHOOL"
"H2117","MOHISILA NANIGOPAL ROY SMRITI BALIKA VIDYANIKETAN"
"H2118","PANCHGACHIYA MONOHARBAHAL KAMALA GIRLS HIGH SCHOOL"
"H2119","RABBANIA GIRLS HIGH SCHOOL"
"H2120","RAMBANDH ADARSHA VIDYALAYA FOR GIRLS"
"H2121","RANIGANJ BASANTI DEVI GOENKA VIDYAMANDIR"
"H2122","RANIGANJ GANDHI MEMORIAL GIRLS HIGH SCHOOL"
"H2123","RANIGANJ JAMUNAMOYEE BALIKA VIDYALAYA"
"H2125","SANCTORIA DISERGARH GIRLS HIGH SCHOOL"
"H2126","SANTINAGAR VIDYAMANDIR FOR GIRLS"
"H2127","SEARSOL GIRLS HIGH SCHOOL"
"H2128","SRIPUR GIRLS HIGH SCHOOL"
"H2129","USHAGRAM GIRLS HIGH SCHOOL"
"H2130","ASANSOL BENGALI GIRLS' DAY SCHOOL"
"H2132","PANCHGACHIA ADARSHA HINDI VIDYALAYA"
"H2133","SODEPUR COLLIERY HIGH SCHOOL"
"H2134","ASANSOL CHOWALAL MADHYAMIK VIDYALAYA"
"H2135","PUNCHRA BHAGABAN MAHABIR DIGAMBAR JAIN SARAK HIGH SCHOOL"
"H2136","JAMGRAM ANCHALICK HIGH SCHOOL"
"H2137","BANKSIMULIA GR HIGH SCHOOL"
"H2138","SRI GURU NANAK VIDYALAYA"
"H2139","BENALI SRI C K C T HIGH SCHOOL"
"H2140","MAHATMA GANDHI HIGH SCHOOL"
"H2141","NARSINGHBANDH HINDI HIGH SCHOOL"
"H2142","NARSINGH BANDH BINAPANI HIGH SCHOOL"
"H2143","DIHIKA HIGH SCHOOL"
"H2144","RATIBATI HINDI HIGH SCHOOL"
"H2145","OLD EGARA HIGH SCHOOL"
"H2146","ASANSOL COLLEGIATE SCHOOL(HIGH)"
"H2147","GURU NANAK MISSION GIRLS' HIGH SCHOOL"
"H2148","SHREE HARIHAR BALIKA VIDYAMANDIR(HIGH SCHOOL)"
"H2149","BABA BAITALIRAM HIGH BALIKA VIDYALAYA"
"H2150","MADANPUR HIGH SCHOOL"
"H2151","BALLAVPUR RAGHUNATH CHALK HINDI HIGH SCHOOL"
"H2152","MAJIARAH HIGH SCHOOL"
"H2153","DANISHGAH ISLAMIA HIGH SCHOOL"
"H2154","BARAKAR MOTHER MARY'S HIGH SCHOOL"
"H2155","MAHARISHI ARBIND HIGH SCHOOL"
"H2156","CHAPUISAWRA VIDYASAGAR HIGH SCHOOL"
"H2157","MRITUNJAY RAY SCHOOL (HIGH SCHOOL)"
"H2158","KAZI NAZRUL ISLAM URDU HIGH SCHOOL"
"H3001","AKALPAUSH ARABINDA PRAKASH GHOSH HIGH SCHOOL"
"H3002","ANGERSON M M HIGH SCHOOL"
"H3003","ANUKHAL HIGH SCHOOL"
"H3004","BADLA HIGH SCHOOL"
"H3005","BAGNAPARA HIGH SCHOOL"
"H3006","BAIDYAPUR RAMKRISHNA VIDYAPITH"
"H3007","BAISANABDANGA SREE GOURANGA VIDYAPITH"
"H3008","BANUI PANCHAPALLY VIDYAMANDIR"
"H3009","BASANTAPUR S S SIKSHANIKETAN"
"H3010","BEGPUR UNION INSTITUTION"
"H3011","BHAGRA HIGH SCHOOL"
"H3012","BHAIRABNALA S.K.U.S.HIGH SCHOOL"
"H3013","BHELIA PANCHAPALLI HIGH SCHOOL"
"H3014","BHURKUNDA B M INSTITUTION"
"H3015","BIRUHA SARAT CHANDRA UCHCHA VIDYALAYA"
"H3016","BISWARAMBHA VIDYAPITH"
"H3017","DEBPUR HIGH SCHOOL"
"H3018","DHATRIGRAM HIGH SCHOOL"
"H3019","DIRGHAPARA VIVEKANANDA MADHYAMIK VIDYAPITH"
"H3020","DUTTA DARIATON SWAMI VIVEKANANDA VIDYAMANDIR"
"H3021","HALDIPARA R C HIGH SCHOOL"
"H3022","HAPANIA S M HIGH SCHOOL"
"H3023","HAT KALNA GAJALAKSHMI HIGH SCHOOL"
"H3024","HATGACHA HIGH SCHOOL"
"H3025","ICHAPUR SRI GADADHAR HIGH SCHOOL"
"H3026","JAHANNAGAR KUMARANANDA HIGH SCHOOL"
"H3027","JAMNA HIGH SCHOOL"
"H3028","KAIGRAM HIGH SCHOOL"
"H3029","KALNA AMBICA MAHISMARDINI HIGH SCHOOL"
"H3030","KALNA MAHARAJA'S HIGH SCHOOL"
"H3031","KALNA MAHISMARDINI INSTITUTION"
"H3032","KALNA SRI SRI NIGAMANANDA VIDYAMANDIR"
"H3033","KANKURIA DESHBANDHU HIGH SCHOOL"
"H3034","KASTHASALI NIVANANI HIGH SCHOOL"
"H3035","KATSIHI HIGH SCHOOL"
"H3036","KHARASHGRAM KALIBALA HIGH SCHOOL"
"H3037","KRISHNADEBPUR HIGH SCHOOL"
"H3038","KULUT NEHARUDDIN HIGH SCHOOL"
"H3039","KUSUMGRAM TYEBA INSTITUTION"
"H3040","LAKSHMIPUR HIGH SCHOOL"
"H3041","MADHYAMGRAM PREMAMOYEE HIGH SCHOOL"
"H3042","MAJIDA GANA BIDYA BHAVAN"
"H3043","MALDANGA RAJENDRA MEMORIAL INSTITUTION"
"H3044","MEDGACHI HIGH SCHOOL"
"H3045","MERTALA DESHBANDHU HIGH SCHOOL"
"H3046","MOHADEVPUR HIGH SCHOOL"
"H3047","MONTESWAR SAGARBALA HIGH SCHOOL"
"H3048","NADANGHAT RAMPURIA HIGH SCHOOL"
"H3049","NUTANGRAM HIGH SCHOOL"
"H3051","PARULDANGA NASRATPUR HIGH SCHOOL"
"H3052","PARULIA K K HIGH SCHOOL"
"H3053","PATULI HIGH SCHOOL"
"H3054","PURBASTHALI NILMONI BRAHMACHARI INSTITUTION"
"H3055","PUTSURI ISWAR PRASANNA INSTITUTION"
"H3056","RAI DOGACHIA HIGH SCHOOL"
"H3057","RAIGRAM HIGH SCHOOL"
"H3058","SAMUDRAGARH HIGH SCHOOL"
"H3059","SATGACHIA HIGH SCHOOL"
"H3060","SIMLON A K VIDYAMANDIR"
"H3061","SONDALPUR BRINDA DEVI VIDYAMANDIR"
"H3062","SRIRAMPUR BHARATI BHABAN HIGH SCHOOL"
"H3063","SRIRAMPUR UNITED HIGH SCHOOL"
"H3064","SULTANPUR TULSIDAS VIDYAMANDIR"
"H3065","SUSUNIA RANIBALA VIDYAMANDIR"
"H3066","SUTRA MUKTESWAR VIDYANIKETAN"
"H3067","TRIPALLI HIGH SCHOOL"
"H3068","UKHURA NARENDRA NATH HIGH SCHOOL"
"H3069","VIDYANAGAR GAYARAMDAS VIDYAMANDIR"
"H3070","BADLA GIRLS HIGH SCHOOL"
"H3071","BAGNAPARA CHANDRANATH KALOSASI DEBNATH GIRLS H SCHOOL"
"H3072","BAIDYAPUR RAJ RAJESWAR BALIKA VIDYALAYA"
"H3073","DHANYAKHERUR JNANADA SUNDARI BALIKA VIDYAMANDIR"
"H3074","DHATRIGRAM BALIKA VIDYALAYA"
"H3075","KALNA HINDU GIRLS HIGH SCHOOL"
"H3076","KALNA MAHISMARDINI GIRLS INSTITUTION"
"H3077","KALNA SASHIBALA SAHA GIRLS  HIGH SCHOOL"
"H3078","MACHLANDAPUR SIMLON SIDDHESWARI BALIKA VIDYALAYA"
"H3079","PATULI GIRLS HIGH SCHOOL"
"H3080","PURBASTHALI SABITRI BALIKA VIDYALAYA"
"H3081","SATI KRISHNAMONI GIRLS HIGH SCHOOL"
"H3082","SRIRAMPUR BHABATARINI ROY GIRLS HIGH SCHOOL"
"H3083","KURICHA T D HIGH SCHOOL"
"H3084","KHERINAN HIGH SCHOOL"
"H3085","KRISHNADEVPUR GIRLS' HIGH SCHOOL"
"H3086","SANERDANGA R K VIDYAMANDIR"
"H3087","MALDANGA KADAMBINI BALIKA VIDYALAYA"
"H3088","SATGACHIA BALIKA VIDYALAYA"
"H3090","NAWPARA HIGH SCHOOL"
"H3091","SIJNA UJNA PANCHAPARA HIGH SCHOOL"
"H3092","NADANGHAT ANNAPURNA BALIKA VIDYALAYA"
"H3093","PUTSURI GIRLS' HIGH SCHOOL"
"H3094","BELARHAT BAIDYANATH HIGH SCHOOL"
"H3095","A P C VIDYAMANDIR"
"H3096","KALNA M S D M HIGH SCHOOL"
"H3097","GOBINDAPUR HIGH SCHOOL"
"H3098","PATHARGHATA HIGH SCHOOL"
"H3099","PIPLON S A VIDYAMANDIR"
"H3100","DHAMACHIA VIDYASAGAR VIDYAMANDIR HIGH SCHOOL"
"H3101","HATGACHA BALIKA VIDYALAYA"
"H3102","CHAMPAHATI K P C BALIKA VIDYALAYA"
"H3103","PURBASAHAPUR HIGH SCHOOL"
"H3104","SARBAPALLI HIGH SCHOOL"
"H3105","SUSUNA TARAMATA JOGENDRA VIDYAPITH"
"H3106","BAMUNPARA ANCHALIK HIGH SCHOOL"
"H3107","JALUIDANGA GOPAL CHANDRAPAL BALIKA VIDYALAYA"
"H3108","AMATIA HIGH SCHOOL"
"H3109","GOUTAMDANGA CHATUSPALLI VIDYAPITH(HIGH SCHOOL)"
"H3110","SINGHALI UMAPADA HIGH SCHOOL"
"H3111","KAMRA TAJPUR HIGH SCHOOL"
"H3112","DWARI MANDAKINI HIGH SCHOOL"
"H3113","TEHATTA HIGH SCHOOL"
"H3114","BAGHASON HIGH SCHOOL"
"H3115","BRIDDHAPARA JANAKALYAN VIDYAPITH(HIGH SCHOOL)"
"H3116","DAFARPUR HIGH SCHOOL"
"H3117","SHYAMBATI RADHA KRISHNA BHOWMICK VIDYAPITH(HIGH SCHOOL)"
"H3118","AKABPUR HIGH SCHOOL"
"H3119","GRAMKALNA HIGH SCHOOL"
"H3120","RAJAPUR BHATSALA DHIRENDRANATH VIDYAPITH(HIGH SCHOOL)"
"H3121","RAJIBPUR SIKSHASREE VIDYAYATAN(HIGH SCHOOL)"
"H3122","BULBULITALA SISHU NIKETAN (HIGH SCHOOL)"
"H4001","ADARSHAPALLI HIGH SCHOOL"
"H4002","AGRADWIP UNION UCHCHA MADHYAMIK VIDYALAY"
"H4003","ALAMPUR HARIMOHAN HIGH SCHOOL"
"H4004","AMGORIA GOPALPUR RADHABALLAV GOSTHA MATRI HIGH SCHOOL"
"H4005","ANKHONA HIGH SCHOOL"
"H4006","AURIA C C D VIDYANIKETAN"
"H4007","BAHARAN JOY DURGA HIGH SCHOOL"
"H4008","BAZAR BONKAPASI S M HIGH SCHOOL"
"H4009","BELGRAM NALINI RANJAN VIDYAMANDIR"
"H4010","BERUGRAM BANDHAB VIDYAPITH"
"H4011","BILWESWAR HIGH SCHOOL"
"H4012","CHAKULIA HIGH SCHOOL"
"H4013","CHANDRAPUR CENTRAL HIGH SCHOOL"
"H4014","CHANDULI HIGH SCHOOL"
"H4015","CHARPATAIHAT HIGH SCHOOL"
"H4016","DADHIA GOPALDAS HIGH SCHOOL"
"H4017","DAINHAT HIGH SCHOOL"
"H4018","DEASIN VIVEKANANDA VIDYAPITH"
"H4019","GANGATIKURI ATINDRANATH VIDYAMANDIR"
"H4020","GHORANASH HIGH SCHOOL"
"H4021","GIDHAGRAM GIDHESWAR VIDYANIKETAN"
"H4022","GONNA SERANDI HIGH SCHOOL"
"H4023","GONPUR HIGH SCHOOL"
"H4024","ISLAMPUR GOPENDRA NATH BALO INSTITUTION"
"H4025","JABAGRAM MAHARANI KASISWARI INSTITUTION"
"H4026","JAGNESWARDIHI B M S SIKSHANIKETAN"
"H4027","KANDARA JNANADAS MEMORIAL HIGH SCHOOL"
"H4028","KARAJGRAM HIGH SCHOOL"
"H4029","KARUI HIGH SCHOOL"
"H4030","KASEMNAGAR NAWAB ABDUL JABBER HIGH SCHOOL"
"H4031","KATWA BHARATI BHAVAN"
"H4032","KATWA JANAKILAL SIKSHA SADAN"
"H4033","KATWA KASHIRAM DAS INSTITUTION"
"H4034","KATWA SRI RAMKRISHNA VIDYAPITH"
"H4035","KETUGRAM SIR ASHUTOSH MEMORIAL INSTITUTION"
"H4036","KHANJI Q A AZIM HIGH SCHOOL"
"H4037","KHATUNDI HIGH SCHOOL"
"H4038","KHENAIBANDA GORAKHANATH VIDYAMANDIR"
"H4039","KOSHIGRAM UNION INSTITUTION"
"H4040","KOWARPUR HIGH SCHOOL"
"H4041","KRISHNABATI HIGH SCHOOL"
"H4042","KSHIRGRAM SRI JOGADYA BANIPITH"
"H4043","KULAI HIGH SCHOOL"
"H4044","LAKHURIA J N G HIGH SCHOOL"
"H4045","MAJIGRAM BISWESWARI HIGH SCHOOL"
"H4046","MAKHALTORE MADHYAMIK VIDYALAYA"
"H4047","MANGALKOTE ABUL KASEM MEMORIAL HIGH SCHOOL"
"H4048","MATHRUN NABIN CHANDRA INSTITUTION"
"H4049","MEJHIARY S C S HIGH SCHOOL"
"H4050","MOUGRAM HIGH SCHOOL"
"H4051","NEGUN DESHBANDHU VIDYAMANDIR"
"H4052","NIROLE HIGH SCHOOL"
"H4053","NOWAPARA DR GUNENDRA VIDYAPITH"
"H4054","OKERSA HIGH SCHOOL"
"H4055","PALISHGRAM HIGH SCHOOL"
"H4056","PALITA HIGH SCHOOL"
"H4057","PALIGRAM B S VIDYAMANDIR"
"H4058","PANCHANANTALA HIGH SCHOOL"
"H4059","PANUHAT RAJMAHISHI DEBI HIGH SCHOOL"
"H4060","PASCHIM MANGALKOTE JATIYA SIKSHA NIKETAN"
"H4061","PINDIRA HIGH SCHOOL"
"H4062","PURBA GOPALPUR S M P VIDYAPITH"
"H4063","PURULIA MAHENDRA BIDYAPITH (HIGH)"
"H4064","RAJOOR BANDHAB HIGH SCHOOL"
"H4065","RAJUA CHURPUNI AMALA VIDYAPITH"
"H4066","SHIBLOON ASUTOSH CHATTERJEE MEMORIAL HIGH SCHOOL"
"H4067","SHYAMBAZAR DEBNARAYAN HIGH SCHOOL"
"H4068","SITAHATI HIGH SCHOOL"
"H4069","SRIBATI G K HIGH SCHOOL"
"H4070","SRIGRAM GANESH CHANDRA VIDYAMANDIR"
"H4071","SRIKHANDA HIGH SCHOOL"
"H4072","SUDPUR HIGH SCHOOL"
"H4073","DAINHAT GIRLS HIGH SCHOOL"
"H4074","KAICHAR SORASHI BALA BALIKA VIDYAMANDIR"
"H4075","KASEMNAGAR B N T P GIRLS HIGH SCHOOL"
"H4076","KATWA BALIKA VIDYALAYA"
"H4077","KATWA DURGADASI CHAUDHURANI GIRLS HIGH SCHOOL"
"H4078","KATWA KASHISWARI BALIKA VIDYALAYA"
"H4079","MEJHIARY C B BALIKA VIDYALAYA"
"H4080","SRIGOPALPUR LALITA SUNDARY GIRLS HIGH SCHOOL"
"H4081","SRIKHANDA USHANGINI GIRLS HIGH SCHOOL"
"H4082","BELENDA ADARSHA HIGH SCHOOL"
"H4083","GURPARA HIGH SCHOOL"
"H4084","JHILU A H M INSTITUTION"
"H4085","AGRADWIP SUBODH CHOWDHURY SIKSHANIKETAN"
"H4086","BILWESWAR BINODELAL BALIKA VIDYALAYA"
"H4087","SHIMULIA ULONGINI GIRLS' HIGH SCHOOL"
"H4088","KANDARA JNANADAS GIRLS' HIGH SCHOOL"
"H4089","KAITHAN HIGH SCHOOL"
"H4090","PUINI IDEAL INSTITUTION"
"H4091","DEBAGRAM BARAMPUR MADHYAMIK VIDYALAYA"
"H4092","AKHRA HIGH SCHOOL"
"H4093","KEUGURI HIGH SCHOOL"
"H4094","CHAKTA ADARSHA SADHARAN VIDYAPITH"
"H4095","NUTANHAT S D M GIRLS' HIGH SCHOOL"
"H4096","ITTA HIGH SCHOOL"
"H4097","KOMARPUR GOKUL CH HIGH SCHOOL"
"H4098","PANDUGRAM HIGH SCHOOL"
"H4099","DAINHAT DR SUDHAMOY CHANDRA HIGH SCHOOL"
"H4100","NEGUN HIGH SCHOOL"
"H5001","AJODHYA HIGH SCHOOL"
"H5002","AMLAJORAH HIGH SCHOOL"
"H5003","AMRAI HIGH SCHOOL"
"H5004","ANDAL MAHABIR HIGH SCHOOL"
"H5005","ANGADPUR HIGH SCHOOL"
"H5006","BAHULA SASHI SMRITI HIGH SCHOOL"
"H5007","BAIDYANATHPUR HIGH SCHOOL"
"H5008","BANIBIHAR HIGH SCHOOL"
"H5009","BENACHITY BHARATIYA HINDI HIGH SCHOOL"
"H5010","BENACHITY HIGH SCHOOL"
"H5011","BENACHITY NETAJI VIDYALAYA"
